Year,Type,Country,Area,Activity,Fatal,Species ,,
1933,Unprovoked,AUSTRALIA,Torres Strait,Diving for trochus from dinghy when seized by shark 6' below the surface,N,4.4 m [14'] shark,,
1933,Watercraft,AUSTRALIA,South Australia,,N,,,
1933,Provoked,AUSTRALIA,South Australia,Fishing,N,Blue shark,,
1933,Unprovoked,AUSTRALIA,Queensland,Swimming,Y,,,
1932,Unprovoked,AUSTRALIA,Northern Territory,,N,,,
1932,Provoked,NEW ZEALAND,North Island,Fishing,N,,,
1932,Sea Disaster,CUBA,,Hurricane & Tidal Wave,UNKNOWN,,,
1932,Unprovoked,AUSTRALIA,New South Wales,Swimming,N,Thought to involve a mako or grey nurse shark,,
1932,Unprovoked,CAPE VERDE,Barlavento Islands,Swimming,Y,,,
1932,Unprovoked,FIJI,Viti Levu Island,Catching a turtle,N,,,
1932,Provoked,AUSTRALIA,New South Wales,,N,,,
1932,Provoked,AUSTRALIA,New South Wales,,N,,,
1932,Provoked,USA,New Jersey,Fishing,N,16' 800-lb shark,,
1932,Unprovoked,AUSTRALIA,Torres Strait,Pearl diving,N,,,
1932,Provoked,BAHAMAS,New Providence District,On expedition filming a feature movie & standing on tripod,N,,,
1932,Invalid,USA,Texas,,,Shark involvement prior to death unconfirmed,,
1932,Watercraft,CANADA,Bay of Fundy,"Fishing, hauling in fishing gear",N,Teeth in hull identified as those from a white shark 4.6 m [15'] in length,,
1932,Provoked,USA,New Jersey,Fishing,N,"250-lb ""dog shark""",,
1932,Provoked,USA,New Jersey,Fishing,N,,,
1932,Unprovoked,FIJI,Yasawa Islands,Free diving with goggles,Y,,,
1932,Unprovoked,AUSTRALIA,Torres Strait,Pearl diving,Y,,,
1932,Unprovoked,AUSTRALIA,Torres Strait,Pearl diving,N,,,
1932,Unprovoked,PHILIPPINES,Manila,Standing,Y,,,
1932,Unprovoked,PHILIPPINES,Manila,Standing,Y,,,
1932,Unprovoked,USA,Hawaii,Swimming,N,,,
1932,Unprovoked,AUSTRALIA,Queensland,Fishing with dynamite,N,,,
1932,Unprovoked,PHILIPPINES,Manila,Working near fish traps,Y,,,
1932,Unprovoked,AUSTRALIA,Queensland,Swimming,N,A small shark,,
1932,Watercraft,AUSTRALIA,Victoria,Fishing,UNKNOWN,Grey nurse shark,,
1932,Provoked,MEXICO,Baja California,Fishing,Y,,,
1932,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Collecting fish by lamplight in gully,N,"Raggedtooth shark, 1.2 m to 1.5 m [4' to 5']",,
1931,Unprovoked,AUSTRALIA,Torres Strait,Diving for trochus from lugger,N,4 m [13'] shark,,
1931,Unprovoked,JAMAICA,,Diving off wharf,Y,,,
1931,Unprovoked,USA,Florida,Swimming,N,,,
1931,Unprovoked,USA,Florida,Swimming,N,"Hammerhead shark, 2.4 m [8'], according to lifeguard Sam Barrows",,
1931,Invalid,USA,Hawaii,Fishing,,Shark involvement prior to death unconfirmed,,
1931,Unprovoked,CUBA,Havana Province,Swimming,Y,,,
1931,Invalid,USA,Hawaii,,,Shark involvement prior to death unconfirmed,,
1931,Watercraft,USA,New Jersey,Fishing for bluefish,N,,,
1931,Unprovoked,CUBA,Havana Province,Swimming a quarter mile offshore,Y,,,
1931,Unprovoked,CUBA,Havana Province,Swimming,Y,,,
1931,Unprovoked,USA,Texas,Swimming,N,,,
1931,Unprovoked,USA,New Jersey,Swimming,N,,,
1931,Unprovoked,AUSTRALIA,Queensland,Fell overboard?,Y,,,
1931,Unprovoked,FIJI,Viti Levu Island,Swimming,N,small sharks,,
1931,Unprovoked,USA,New Jersey,Swimming,N,,,
1931,Unprovoked,USA,Hawaii,"Fishing, had just speared a ulua",N,,,
1931,Provoked,USA,Hawaii,Gaffing & attempting to bring onboard a harpooned shark,N,"Tiger shark, 3 m [10']",,
1931,Unprovoked,USA,Florida,Crabbing,N,6' shark,,
1931,Watercraft,AUSTRALIA,New South Wales,,N,"""a school of sharks""",,
1931,Unprovoked,,French Southern Territories,"Fishing, boat capsized",Y,,,
1931,Unprovoked,AUSTRALIA,Queensland,Fishing with a cast net,Y,,,
1931,Watercraft,TURKEY,,Fishing,N,,,
1931,Provoked,AUSTRALIA,South Australia,"Fishing, hauling in net, shark in net",N,"1.8 m [6'] ""cocktail shark",,
1931,Invalid,AUSTRALIA,New South Wales,Swimming,,Shark involvement prior to death unconfirmed,,
1931,Unprovoked,AUSTRALIA,Torres Strait,,N,,,
1931,Unprovoked,AUSTRALIA,Torres Strait,Pearl diving,N,,,
1931,Unprovoked,AUSTRALIA,Queensland,Swimming,N,1.5 m [5'] shark,,
1931,Unprovoked,TONGA,Niua,"Swimming, carrying tin can with mail to steamer",Y,,,
1931,Unprovoked,PAPUA NEW GUINEA,,,UNKNOWN,,,
1930,Unprovoked,AUSTRALIA,New South Wales,Swimming,N,,,
1930,Unprovoked,AUSTRALIA,New South Wales,Fell overboard,Y,,,
1930,Watercraft,AUSTRALIA,Victoria,Fishing,N,7 shark's teeth found embedded in the woodwork of the boat,,
1930,Unprovoked,AUSTRALIA,New South Wales,,Y,,,
1930,Unprovoked,AUSTRALIA,Queensland,Thrown into water from fishing dinghy,N,,,
1930,Unprovoked,HONDURAS,Black River,Swimming,Y,,,
1930,Watercraft,AZORES,,,N,,,
1930,Unprovoked,AUSTRALIA,Western Australia,Fishing,N,,,
1930,Unprovoked,SPAIN,Canary Islands,Swimming,N,,,
1930,Unprovoked,USA,Florida,Swimming,N,,,
1930,Unprovoked,CUBA,Havana Province,Swimming,N,,,
1930,Unprovoked,USA,Florida,Swimming,N,Tiger shark,,
1930,Unprovoked,AUSTRALIA,Torres Strait,,Y,,,
1930,Unprovoked,USA,Texas,Swimming / floating,N,,,
1930,Watercraft,TURKEY,,Fishing,N,,,
1930,Invalid,COSTA RICA,Limón Province,Air disaster,,Shark involvement prior to death unconfirmed,,
1930,Invalid,SOUTH AFRICA,Eastern Cape Province,,,Shark involvement prior to death unconfirmed,,
1930,Unprovoked,USA,Florida,Sponge diving,N,,,
1930,Unprovoked,AUSTRALIA,Torres Strait,Pearl diving,N,,,
1930,Unprovoked,AUSTRALIA,Victoria,Diving off pier & treading water,Y,White shark 4.9 m [16'],,
1930,Provoked,AUSTRALIA,Western Australia,Removing shark from a trap,N,,,
1930,Watercraft,MEXICO,Veracruz,Fishing schooner Jose Luis foundered,Y,,,
1930,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,N,"White shark, 4.5 m [14'9""], identity confirmed by witness & tooth pattern",,
1930,Sea Disaster,MAURITIUS,,Swimming to shore after a squall capsized their motorized shark fishing boat,Y,,,
1930,Unprovoked,OKINAWA,,,N,,,
1930,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,Y,,,
1929,Unprovoked,AUSTRALIA,New South Wales,Diving by wharf,Y,Tiger shark,,
1929,Unprovoked,AUSTRALIA,Torres Strait,Diving,N,,,
1929,Unprovoked,AUSTRALIA,New South Wales,Bathing or body surfing,N,"""a small shark""",,
1929,Unprovoked,AUSTRALIA,Torres Strait,Pearl diving,N,,,
1929,Unprovoked,,,,Y,,,
1929,Unprovoked,AUSTRALIA,Queensland,,Y,,,
1929,Sea Disaster,KIRIBATI,Phoenix Islands,"Sea Disaster, wreck of the SS Norwich City",Y,,,
1929,Unprovoked,CUBA,Cienfuegos Province,Fishing,N,,,
1929,Unprovoked,AUSTRALIA,Torres Strait,Pearl diving,N,,,
1929,Unprovoked,SPAIN,Valencia,Fishing,N,,,
1929,Unprovoked,AUSTRALIA,Queensland,Fell from wharf into water & attacked immediately,Y,,,
1929,Unprovoked,USA,South Carolina,Bathing,N,,,
1929,Unprovoked,MEXICO,Tamaulipas,Swimming,N,,,
1929,Invalid,CAPE VERDE,Santiago Island,,,Shark involvement prior to death unconfirmed,,
1929,Provoked,USA,Florida,Fishing,N,9-foot shark,,
1929,Unprovoked,AUSTRALIA,Torres Strait,Pearl diving,N,,,
1929,Unprovoked,AUSTRALIA,Queensland,Diving for trepang,N,,,
1929,Unprovoked,AUSTRALIA,Queensland,Diving for trochus,N,,,
1929,Provoked,AUSTRALIA,Queensland,Standing in knee-deep water,N,"Grey nurse shark, 4'",,
1929,Unprovoked,AUSTRALIA,Torres Strait,,Y,,,
1929,Unprovoked,AUSTRALIA,Torres Strait,Swimming between boats,Y,,,
1929,Unprovoked,USA,Florida,Swimming,N,,,
1929,Unprovoked,AUSTRALIA,Torres Strait,Bathing,Y,,,
1929,Unprovoked,AUSTRALIA,South Australia,Launching rowboat through the surf,N,"""a dog shark""",,
1929,Unprovoked,AUSTRALIA,South Australia,Launching rowboat through the surf,N,"""a dog shark""",,
1929,Unprovoked,AUSTRALIA,New South Wales,Body surfing,Y,,,
1929,Watercraft,AUSTRALIA,Western Australia,Canoeing,N,"Blue pointer, 12'",,
1929,Unprovoked,AUSTRALIA,New South Wales,Swimming,Y,,,
1929,Unprovoked,AUSTRALIA,Queensland,Swimming,Y,,,
1929,Unprovoked,NEW ZEALAND,North Island,Bathing,N,,,
1929,Unprovoked,AUSTRALIA,New South Wales,Body surfing,Y,12' shark,,
1929,Watercraft,TURKEY,,Fishing boat,Y,,,
1929,Unprovoked,FIJI,Viti Levu Island,Diving for coins thrown from ship S.S. Moeraki,Y,,,
1929,Invalid,AUSTRALIA,New South Wales,Swimming,,Invalid,,
1929,Provoked,AUSTRALIA,South Australia,"Wading, netting fish",N,"""a dog shark""",,
1929,Provoked,USA,Florida,Fishing,N,9' shark,,
1929,Unprovoked,AUSTRALIA,New South Wales,,N,,,
1929,Unprovoked,USA,Florida,Hardhat diving,N,,,
1928,Unprovoked,AUSTRALIA,,Pearl diving,N,,,
1928,Provoked,USA,New Jersey,Fishing,N,"""Blue nose sharks""",,
1928,Watercraft,INDIA,,,N,,,
1928,Sea Disaster,USA,Virginia,"Sea Disaster, sinking of the SS Vestris",Y,,,
1928,Unprovoked,PANAMA,Gulf of Panama,Swimming,Y,Moreno’s leg & part of his swim suit found in 9' shark caught two hours after the attack. Identified as carcharhinid shark by L. Schultz & C. Limbaugh on photograph,,
1928,Unprovoked,USA,Texas,Fishing,N,,,
1928,Invalid,USA,New Jersey,,,7' shark,,
1928,Unprovoked,AUSTRALIA,,Pearl diving,N,,,
1928,Provoked,ITALY,Tuscany,Watercraft,N,"Species unknown, possibly a white shark",,
1928,Unprovoked,USA,Florida,Swimming,N,,,
1928,Invalid,INDIA,,,,Shark involvement not confirmed,,
1928,Unprovoked,AUSTRALIA,Queensland,Fishing,N,Tiger shark,,
1928,Unprovoked,AUSTRALIA,New South Wales,Treading water,N,,,
1928,Unprovoked,JAMAICA,,Diving,Y,,,
1928,Unprovoked,AUSTRALIA,Queensland,Bathing,N,4' shark,,
1928,Unprovoked,AUSTRALIA,New South Wales,Standing in waist-deep water,Y,,,
1928,Unprovoked,AUSTRALIA,Queensland,,N,,,
1928,Unprovoked,AUSTRALIA,Torres Strait,Pearl diving,Y,,,
1928,Unprovoked,COSTA RICA,Near Puntarenas,Swimming,N,,,
1928,Unprovoked,COSTA RICA,Near Puntarenas,Swimming,N,,,
1928,Unprovoked,AUSTRALIA,Torres Strait,Retrieving meat from a cage in the water,Y,,,
1928,Invalid,USA,Florida,Swimming,,Shark involvement not confirmed,,
1928,Invalid,USA,Florida,Jumped overboard and swimming,,Shark involvement not confirmed,,
1928,Unprovoked,SOUTH AFRICA,Eastern Cape Province,,N,,,
1928,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Body surfing,N,1.2 m [4'] shark,,
1928,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Standing,N,,,
1927,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,Y,"White shark, 4.4 m [14.5'] .",,
1927,Sea Disaster,AUSTRALIA,New South Wales,The steamer Tahiti collided with the ferry Greycliffe,Y,,,
1927,Sea Disaster,BRAZIL,Porto Seguro,Italian liner Principessa Mafalda sank,Y,,,
1927,Unprovoked,AUSTRALIA,New South Wales,Riding horseback across the creek,N,,,
1927,Unprovoked,FIJI,,"Standing, collecting bananas",N,,,
1927,Watercraft,AUSTRALIA,New South Wales,,N,,,
1927,Sea Disaster,PHILIPPINES,Luzon Island,Sea disaster,Y,,,
1927,Unprovoked,AUSTRALIA,Queensland,Walking,Y,,,
1927,Unprovoked,AUSTRALIA,Torres Strait,Diving,N,,,
1927,Unprovoked,AUSTRALIA,Queensland,Pearl diving,N,,,
1927,Unprovoked,AUSTRALIA,New South Wales,Body surfing / treading water,N,Grey nurse shark?,,
1927,Provoked,NICARAGUA,Salinas Bay,Feeling the shark’s teeth,N,,,
1927,Unprovoked,AUSTRALIA,Queensland,Attempting to rescue drowning man,N,,,
1927,Provoked,NEW ZEALAND,South Island,Fishing,N,Mako shark,,
1927,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Body surfing,N,"Raggedtooth shark, 1.5 m [5']",,
1927,Unprovoked,USA,California,Swimming,N,,,
1927,Unprovoked,AUSTRALIA,New South Wales,Swimming,Y,3.7 m [12'] shark,,
1927,Unprovoked,AUSTRALIA,New South Wales,Swimming,Y,,,
1927,Unprovoked,AUSTRALIA,Torres Strait,Pearl diving,N,,,
1926,Unprovoked,AUSTRALIA,Torres Strait,Diving for trochus,Y,,,
1926,Unprovoked,AUSTRALIA,Torres Strait,Diving,N,,,
1926,Unprovoked,PAPUA NEW GUINEA,Central Province,Jumped into the water,Y,,,
1926,Unprovoked,AUSTRALIA,New South Wales,Bathing,N,"Grey nurse shark, 4'",,
1926,Sea Disaster,BERMUDA,,British patrol boat 1250-ton HMS Valerian foundered in a hurricane,N,,,
1926,Unprovoked,PAPUA NEW GUINEA,,Jumped out of canoe,Y,,,
1926,Unprovoked,USA,New Jersey,Swimming,Y,,,
1926,Unprovoked,ITALY,Golfo di Genova in the Ligurian Sea,Swimming,Y,Said to involve 6 to 7 m [20' to 23'] white shark,,
1926,Watercraft,USA,New Jersey,Fishing,N,"""whiptail shark"" (thresher shark?)",,
1926,Unprovoked,USA,California,Swimming with dog near canning factory,N,1.5 m [5'] white shark or sevengill shark,,
1926,Invalid,SPAIN,Sants-Montjic,Bathing,,"Questionable, 2m shark suspected",,
1926,Unprovoked,USA,Hawaii,Swimming,Y,"White shark, 3.8 m [12.5']",,
1926,Unprovoked,SOUTH ATLANTIC OCEAN,South of the Equator,Fell overboard from SS Ripley Castle,N,,,
1926,Unprovoked,USA,Hawaii,Swimming,N,"According to Carlsmith, the shark's mouth was 3' wide",,
1926,Unprovoked,AUSTRALIA,South Australia,Swimming,Y,"White shark, 3.7 m [12']",,
1926,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,N,"""a blue shark""",,
1926,Unprovoked,AUSTRALIA,Victoria,,N,,,
1926,Unprovoked,MONACO,Bay of Monaco,,Y,,,
1926,Provoked,NEW ZEALAND,Cook Islands,Shark hoisted on board liner Tahiti,N,,,
1926,Unprovoked,SINGAPORE,,Dived onto shark from floating stage,Y,,,
1926,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming to mail boat,UNKNOWN,,,
1925,Unprovoked,AUSTRALIA,Western Australia,Floating on his back,Y,"Tiger shark, 4 m [13'] female",,
1925,Unprovoked,USA,Puerto Rico,,N,,,
1925,Unprovoked,USA,Puerto Rico,,N,,,
1925,Provoked,SPAIN,Valencia,Fishing,N,,,
1925,Unprovoked,ENGLAND,Isle of Wight,Fishing,N,,,
1925,Unprovoked,USA,South Carolina,Swimming,N,,,
1925,Invalid,AUSTRALIA,Western Australia,,,Shark involvement prior to death unconfirmed,,
1925,Unprovoked,USA,Puerto Rico,,N,,,
1925,Unprovoked,AUSTRALIA,New South Wales,Bathing in waist-deep water,N,Said to be a “small shark”,,
1925,Unprovoked,AUSTRALIA,New South Wales,Swimming,Y,,,
1925,Unprovoked,PAPUA NEW GUINEA,Central Province,Swimming,Y,,,
1925,Unprovoked,USA,Florida,Swimming,N,,,
1925,Unprovoked,CANADA,Vancouver,"Diving, repairing water main at depth of 90'",N,2.1 m [7'] shark,,
1925,Unprovoked,FIJI,Viti Levu Island,Diving for coins tossed from passenger ship,N,,,
1924,Unprovoked,MEXICO,Tamaulipas,The Ward liner Esperanza stranded during a gale & she leapt overboard to rescue her dog which had been swept overboard.,Y,1.8 m shark,,
1924,Unprovoked,PANAMA,"2 to 3 miles off Taboguilla Island, Pacific Ocean","Inebriated, woke from sleep and fell off deck into the water",N,,,
1924,Unprovoked,USA,Puerto Rico,Bathing,Y,,,
1924,Provoked,FRENCH POLYNESIA,Tuamotus,Pearl diving,N,,,
1924,Unprovoked,AUSTRALIA,Victoria,Bathing,N,10' shark,,
1924,Unprovoked,USA,South Carolina,Standing,N,"Mako shark, 1.9 m [6.5']. Tooth fragment recovered & identified by J.T. Nichols.",,
1924,Provoked,ENGLAND,Dorset,Fishing for mackerel,N,12' shark,,
1924,Watercraft,USA,California,Fishing,N,,,
1924,Provoked,USA,Florida,Removing shark from a net,N,,,
1924,Unprovoked,AUSTRALIA,New South Wales,"Fishing, fell in water & swimming strongly to shore",Y,,,
1924,Unprovoked,PANAMA,150 miles offshore,"Floating, after falling or jumping off the Standard Oil tanker Frederick W. Weller",N,,,
1924,Invalid,AUSTRALIA,Western Australia,Swimming,,Questionable,,
1924,Unprovoked,SOLOMON ISLANDS,Central Province,Swimming,N,,,
1924,Watercraft,SPAIN,Galica,Fishing,N,3.5 m shark,,
1924,Unprovoked,AUSTRALIA,New South Wales,Bathing in 5' of water,N,,,
1924,Invalid,AUSTRALIA,Queensland,Bathing,,Shark involvement prior to death unconfirmed,,
1924,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,Y,,,
1924,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,N,,,
1924,Unprovoked,AUSTRALIA,New South Wales,Had just dived into water & was swimming,Y,3 m [10'] shark,,
1923,Unprovoked,AUSTRALIA,New South Wales,Swimming,N,,,
1923,Unprovoked,AUSTRALIA,New South Wales,"Fishing, standing in waist-deep water",Y,,,
1923,Unprovoked,AUSTRALIA,Western Australia,Dry shelling,Y,,,
1923,Invalid,AUSTRALIA,New South Wales,Fishing,,Shark involvement suspected but not confirmed,,
1923,Invalid,AUSTRALIA,New South Wales,Sailing,,Shark involvement prior to death unconfirmed,,
1923,Watercraft,AUSTRALIA,New South Wales,Fishing,N,"""a very large shark""",,
1923,Unprovoked,AUSTRALIA,Torres Strait,Pearl diving,N,,,
1923,Unprovoked,GUYANA,Demerara County,Fishing,N,,,
1923,Unprovoked,AUSTRALIA,Queensland,Diving for pearl,N,,,
1923,Watercraft,AUSTRALIA,New South Wales,"After rowing skiff was holed by shark, he was attempting to swim ashore",Y,,,
1923,Watercraft,MEXICO,Vera Cruz,Dismantling cable buoys of the cable ship All America,N,,,
1923,Unprovoked,AUSTRALIA,Western Australia,Wading,N,,,
1923,Unprovoked,AUSTRALIA,Queensland,Diving?,Y,,,
1923,Unprovoked,AUSTRALIA,Queensland,Diving,N,,,
1923,Unprovoked,USA,Puerto Rico,Swimming,N,,,
1923,Invalid,AUSTRALIA,Western Australia,,,Shark involvement prior to death was not confirmed,,
1923,Unprovoked,AUSTRALIA,Western Australia,Swimming,Y,,,
1923,Invalid,CUBA,Caribbean Sea,seaplane Columbus ditched in the sea,,"Atkins' remains were recovered from a dusky shark, C. obscurus, by Capt. W. F. Young, shark fisherman",,
1923,Watercraft,USA,New Jersey,Fishing,N,,,
1923,Unprovoked,PHILIPPINES,Manila Bay,,Y,,,
1923,Provoked,USA,New Jersey,Hoisting shark aboard fishing boat,N,,,
1922,Provoked,USA,New Jersey,Hoisting shark aboard fishing boat,N,,,
1922,Unprovoked,USA,Puerto Rico,Bathing,Y,,,
1922,Unprovoked,AUSTRALIA,Queensland,Bathing in 3' to 4' of water,Y,"2.7 m [9'] ""blue"" shark",,
1922,Unprovoked,BARBADOS,Lucy,Fishing,Y,,,
1922,Invalid,AUSTRALIA,New South Wales,Sailing,,Shark involvement prior to death unconfirmed,,
1922,Unprovoked,USA,Hawaii,"Freediving, inspecting Kaunakakai wharf construction after blasting & dredging",N,,,
1922,Unprovoked,ENGLAND,East Yorkshire,Swimming,Y,,,
1922,Watercraft,USA,Massachusetts,Fishing,N,"""A pack of 6 sharks""",,
1922,Unprovoked,USA,Florida,,N,,,
1922,Unprovoked,USA,Florida,Floating,Y,1.8 m [6'] shark,,
1922,Unprovoked,JAMAICA,Westmoreland Parish,Swimming,Y,6' shark,,
1922,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,N,"White shark, 12', identity confirmed by tooth fragment, witness and photograph of captured shark",,
1922,Unprovoked,AUSTRALIA,New South Wales,Swimming,Y,,,
1922,Unprovoked,JAMAICA,Kingston Parish,Fishing,N,,,
1922,Unprovoked,JAMAICA,Kingston Parish,Standing,Y,2.7 m [9'] shark later captured by Mitchell-Hedges,,
1922,Unprovoked,AUSTRALIA,New South Wales,Bathing in knee-deep water,Y,"White shark, 2.4 m [8']",,
1922,Invalid,AUSTRALIA,New South Wales,Swimming,,Shark involvement prior to death unconfirmed,,
1922,Unprovoked,AUSTRALIA,New South Wales,Swimming,Y,White shark,,
1922,Unprovoked,IRAQ,,Bathing,Y,,,
1922,Unprovoked,AUSTRALIA,Queensland,Swimming,Y,,,
1922,Unprovoked,AUSTRALIA,New South Wales,Standing,N,Grey nurse shark?,,
1922,Unprovoked,AUSTRALIA,New South Wales,Surfing,Y,,,
1921,Unprovoked,AUSTRALIA,Queensland,Swimming,N,,,
1921,Unprovoked,AUSTRALIA,Queensland,Fell from his father's back into the water,Y,,,
1921,Unprovoked,AUSTRALIA,Queensland,"Wading to dinghy, carrying his son",N,,,
1921,Unprovoked,FIJI,Viti Levu Island,Swimming,Y,,,
1921,Unprovoked,AUSTRALIA,Queensland,Diving for beche-de-mer,N,,,
1921,Unprovoked,AUSTRALIA,Queensland,Diving for beche-de-mer,Y,,,
1921,Provoked,ENGLAND,Dorset,Fishing,N,"Blue shark, 4'",,
1921,Unprovoked,AUSTRALIA,Torres Strait,,N,,,
1921,Unprovoked,PHILIPPINES,Luzon Island,Swimming,Y,,,
1921,Unprovoked,CUBA,,Fell overboard,Y,,,
1921,Invalid,PHILIPPINES,"Cavite Province, Luzon",,,Questionable,,
1920,Unprovoked,AUSTRALIA,Western Australia,Wading,N,4' to 5' shark,,
1921,Unprovoked,HAITI,Cape Haitien,Dived into a school of baitfish,Y,Comrades saw shark's tail appear about 5' away,,
1920,Unprovoked,AUSTRALIA,Western Australia,Standing,N,"15* to 24"" dog shark",,
1920,Sea Disaster,PHILIPPINES,Leyte,The coastwise steamer San Basilio capsized in a typhoon,Y,,,
1920,Invalid,USA,New York,Swimming,,Questionable,,
1920,Unprovoked,AUSTRALIA,Torres Strait,Diving for trochus shell,N,,,
1920,Unprovoked,USA,Florida,Swimming,N,,,
1920,Provoked,CANADA,Halifax,Harpooned shark,N,15',,
1920,Unprovoked,AUSTRALIA,Queensland,"Boat capsized, swimming to shore",N,,,
1920,Unprovoked,AUSTRALIA,Torres Strait,Diving,N,,,
1920,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Floating face down,N,,,
